x,y,t,velocity,gaze_state
549.4943237304688,139.32177734375,292.659813,52.22882590787126,OTHER
549.8024291992188,139.26724243164062,292.669809,31.30198172003779,OTHER
549.811279296875,139.1802215576172,292.679794,8.760114931869815,FIXATION
549.8024291992188,139.26724243164062,292.68986,8.689623246077623,FIXATION
549.78466796875,139.4412841796875,292.699886,17.449200199639044,FIXATION
549.6083984375,139.6861114501953,292.709881,30.18317738002521,OTHER
549.8721313476562,140.0666961669922,292.719866,46.372882590970256,OTHER
550.2676391601562,140.63763427734375,292.729933,68.99253785159463,OTHER
549.660400390625,140.6597137451172,292.739958,60.61247346712172,OTHER
560.3428344726562,130.74148559570312,292.749954,1458.2720531721664,SACCADE
561.2571411132812,130.66506958007812,292.759939,91.88727453625944,OTHER
561.9161376953125,128.6289825439453,292.770005,212.60444867509986,OTHER
563.0585327148438,127.7872543334961,292.78003,141.54654803810948,OTHER
563.6994018554688,125.92581939697266,292.790026,196.94556766384844,OTHER
556.861328125,130.8026885986328,292.800011,841.1611735605103,SACCADE
555.5233764648438,135.05128479003906,292.810077,442.5082751934589,SACCADE
556.5699462890625,135.1649169921875,292.820103,104.99906303727866,OTHER
555.840087890625,134.90985107421875,292.830098,77.35309333154306,OTHER
557.6879272460938,130.10189819335938,292.840083,515.8555359250835,SACCADE
564.26025390625,121.8634796142578,292.85015,1046.8693579040134,SACCADE
552.8399658203125,136.16668701171875,292.860175,1825.749048129837,SACCADE
547.8903198242188,141.69972229003906,292.870171,742.6815746082518,SACCADE
546.8519287109375,141.49896240234375,292.880156,105.92090841653469,OTHER
541.7161254882812,138.477294921875,292.890223,591.9112716062438,SACCADE
520.8585205078125,129.61764526367188,292.900248,2260.4756334682984,SACCADE
495.41754150390625,115.79249572753906,292.910244,2896.63473283674,SACCADE
489.7135009765625,112.62992095947266,292.920229,653.1910829152687,SACCADE
487.987060546875,113.23165130615234,292.930295,181.63110011626208,OTHER
488.7429809570313,113.22603607177734,292.94032,75.40561254931535,OTHER
